1001,'00',0,'青铜短剑','青铜制成，上铸有简单的图案纹饰，初学者练习常用',逍遥生，剑侠客,100,0,0,0,0,0,剑,0,0
1002,'00',10,'铁齿剑','铁制的短剑，边缘带齿',逍遥生，剑侠客,150,0,0,0,0,0,剑,0,0
1003,'00',20,'吴越剑','吴越之地产名剑，极其锐利',逍遥生，剑侠客,200,0,0,0,0,0,剑,0,0
1004,'01',30,'青锋剑','剑长三尺，用起来方便灵活，是常用的兵器',逍遥生，剑侠客,250,0,0,0,0,0,剑,0,0
1005,'01',40,'龙泉剑','精铁铸造，又以龙泉之水淬制，上刻青龙。其利无比',逍遥生，剑侠客,300,0,0,0,0,0,剑,0,0
1006,'01',50,'黄金剑','真金铸脊，精钢淬锋，其光灿烂夺人眼，魔障远避不及',逍遥生，剑侠客,350,0,0,0,0,0,剑,0,0
1007,'02',60,'游龙剑','剑体九曲如龙形，覆鳞片，手弹其锋刃鸣如龙吟',逍遥生，剑侠客,400,0,0,0,0,0,剑,0,0
1008,'02',70,'北斗七星剑','精炼白金之铁铸造，有北斗七星之纹饰',逍遥生，剑侠客,450,0,0,0,0,0,剑,0,0
1009,'02',80,'碧玉剑','以寒冰碧玉制成，剑身如竹节，刚硬无比，难得的奇珍之物',逍遥生，剑侠客,500,0,0,0,0,0,剑,0,0
1050,'03',90,'鱼肠','上古名剑，细短柔软，可入鱼腹',逍遥生，剑侠客,550,0,0,0,0,0,剑,0,0
1051,'04',90,'倚天','上古名剑，雾中山神铁所制，剑光如电，切金如泥',逍遥生，剑侠客,600,0,0,0,0,0,剑,0,0
1052,'05',90,'湛卢','剑身宽大，湛然如墨，骨锻其脊，血淬其锋，成绝世剑',逍遥生，剑侠客,650,0,0,0,0,0,剑,0,0
1060,'06',120,'魏武青虹','通体青亮如玉，长八尺有余，传说能在千里之外取人首级，吸血如虹。曾为魏王曹操配剑，曹死，遂失传。不知为何又重现江湖。',逍遥生，剑侠客,700,0,0,0,0,0,剑,0,0
1061,'07',120,'灵犀神剑','此剑长有七寸，有鼻有眼，与主人心有灵犀。平常藏于宝葫芦内，如果主人有令，则出三丈白光扣住敌人泥丸宫，斩仙魔鬼神怪如草不闻声。',逍遥生，剑侠客,750,0,0,0,0,0,剑,0,0
1062,'08',120,'四法青云','上有符印，分别为地，火，风，水四字。挥舞时候天昏地暗，火蛇狂舞，飞沙走石，龙腾海啸。',逍遥生，剑侠客,800,0,0,0,0,0,剑,0,0
1101,'00',0,'柳叶刀','形如柳叶的细弯刀',剑侠客，巨魔王,100,0,0,0,0,0,刀,0,0
1102,'00',10,'苗刀','苗疆常用的兵器，极细极尖锐',剑侠客，巨魔王,150,0,0,0,0,0,刀,0,0
1103,'00',20,'夜魔弯刀','精钢制成的细弯刀，刀背密布细齿如夜魔之牙',剑侠客，巨魔王,200,0,0,0,0,0,刀,0,0
1104,'01',30,'金背大砍刀','刀身挺直，以黄金镶背，刀道沉猛',剑侠客，巨魔王,250,0,0,0,0,0,刀,0,0
1105,'01',40,'雁翅刀','刀背布满粗大的锯齿，上挂银环，铿锵入耳如雁过九天',剑侠客，巨魔王,300,0,0,0,0,0,刀,0,0
1106,'01',50,'破天宝刀','刀光八面，劈风破天',剑侠客，巨魔王,350,0,0,0,0,0,刀,0,0
1107,'02',60,'狼牙刀','精钢打造，刀背密布狼牙锯齿',剑侠客，巨魔王,400,0,0,0,0,0,刀,0,0
1108,'02',70,'龙鳞宝刀','百练寒钢打造，以龙鳞装饰，身份的象征',剑侠客，巨魔王,450,0,0,0,0,0,刀,0,0
1109,'02',80,'黑炎魔刀','刀身透出森森鬼气，有着摄人心魄的魔力',剑侠客，巨魔王,500,0,0,0,0,0,刀,0,0
1150,'03',90,'冷月','夜清冷，月露眉尖，笑引幽冥路',剑侠客，巨魔王,550,0,0,0,0,0,刀,0,0
1151,'04',90,'屠龙','上古神兵，宝刀屠龙',剑侠客，巨魔王,600,0,0,0,0,0,刀,0,0
1152,'05',90,'血刃','血红的刃，血红的光，以血洗天地',剑侠客，巨魔王,650,0,0,0,0,0,刀,0,0
1160,'06',120,'偃月青龙','此是三国时关公所用心爱配刀，传说刀柄乃青龙所化，刀身如半月，锋利无比，在百万军中取上将首级如探囊取物。关公死，刀柄不知去向，唯余此刀身。',剑侠客，巨魔王,700,0,0,0,0,0,刀,0,0
1161,'07',120,'晓风残月','迅如晓风，刃如残月。此非中土大唐之物，乃是海外大食国宝刀。上面据说蛩伏着能实现愿望的神仙，如何召唤还是个秘密。传说是海外魔术师的发明。',剑侠客，巨魔王,750,0,0,0,0,0,刀,0,0
1162,'08',120,'斩妖泣血','此刀乃是大唐名匠半生心血所沥而成的宝刀。传言他妻子被妖魔所害，所以将满腔愤怒与复仇欲望倾注于此刀之中，扬言谁能为他复仇，他便以此刀相赠。',剑侠客，巨魔王,800,0,0,0,0,0,刀,0,0
1201,'00',0,'松木锤','松木质轻，制成的锤主要作练习用',神天兵，虎头怪,100,0,0,0,0,0,锤,0,0
1202,'00',10,'镔铁锤','镔铁打造的锤是价廉而常被采用的兵器',神天兵，虎头怪,150,0,0,0,0,0,锤,0,0
1203,'00',20,'八棱金瓜','锤似金瓜，八棱突起，是实用的战锤',神天兵，虎头怪,200,0,0,0,0,0,锤,0,0
1204,'01',30,'狼牙锤','锤面密布狼牙细齿，杀伤力不可小视',神天兵，虎头怪,250,0,0,0,0,0,锤,0,0
1205,'01',40,'烈焰锤','锤面上制造了不少火焰波浪一般的锋刃，可怕的武器',神天兵，虎头怪,300,0,0,0,0,0,锤,0,0
1206,'01',50,'破甲战锤','精钢打造的巨型战锤，上部粗大的尖齿，可破甲裂碑',神天兵，虎头怪,350,0,0,0,0,0,锤,0,0
1207,'02',60,'震天锤','寒钢制成的锤头巨大沉重，一击之下威势震天',神天兵，虎头怪,400,0,0,0,0,0,锤,0,0
1208,'02',70,'巨灵神锤','巨灵神所用神锤，锤似流星，非凡力可举，可挡十万天兵',神天兵，虎头怪,450,0,0,0,0,0,锤,0,0
1209,'02',80,'天崩地裂','静似天柱巍巍，动则天崩地裂',神天兵，虎头怪,500,0,0,0,0,0,锤,0,0
1250,'03',90,'八卦','八卦其间，太极天成，天地造化，混沌无常',神天兵，虎头怪,550,0,0,0,0,0,锤,0,0
1251,'04',90,'鬼牙','以万炼钢，合猛鬼牙，噬三界',神天兵，虎头怪,600,0,0,0,0,0,锤,0,0
